City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current description
229,Sabang,5.8933,95.3214,81.23,76,97,7.94,ID,2022-09-11 18:05:48,overcast clouds
230,Honiara,-9.4333,159.95,76.24,85,68,6.85,SB,2022-09-11 18:05:48,broken clouds
231,Progreso,21.2833,-89.6667,89.71,57,100,3.8,MX,2022-09-11 18:06:49,overcast clouds
232,Havoysund,70.9963,24.6622,43.03,92,100,7.07,NO,2022-09-11 18:06:49,light rain
233,Pakenham,-38.0667,145.4833,50.23,86,79,1.99,AU,2022-09-11 18:06:50,broken clouds
234,Tutoia,-2.7619,-42.2744,84.07,64,59,12.57,BR,2022-09-11 18:06:50,broken clouds
235,Lasa,46.6166,10.7002,61.36,69,17,4.59,IT,2022-09-11 18:06:50,few clouds
236,Valdemoro,40.1908,-3.6789,94.93,17,0,4.61,ES,2022-09-11 18:06:51,clear sky
237,Gamba,-2.65,10.0,74.86,80,55,7.74,GA,2022-09-11 18:06:51,broken clouds
238,Talas,38.6908,35.5538,68.67,35,0,2.3,TR,2022-09-11 18:06:51,clear sky
239,Pangody,65.85,74.4859,41.25,70,100,13.44,RU,2022-09-11 18:06:52,overcast clouds
240,Te Anau,-45.4167,167.7167,44.08,89,100,2.73,NZ,2022-09-11 18:05:34,light rain
241,Ilulissat,69.2167,-51.1,39.99,94,100,7.02,GL,2022-09-11 18:06:52,light rain
242,Taoudenni,22.6783,-3.9836,108.01,10,42,1.34,ML,2022-09-11 18:06:53,scattered clouds
243,Alenquer,-1.9417,-54.7383,98.1,30,17,5.26,BR,2022-09-11 18:06:53,few clouds
244,Husavik,66.0449,-17.3389,49.57,95,100,6.91,IS,2022-09-11 18:06:53,overcast clouds
245,Levelland,33.5873,-102.378,66.18,58,86,4.36,US,2022-09-11 18:05:45,overcast clouds
246,Mawlaik,23.6333,94.4167,73.06,100,89,0.11,MM,2022-09-11 18:06:54,overcast clouds
247,Cukai,4.25,103.4167,75.79,90,100,3.02,MY,2022-09-11 18:06:55,overcast clouds
248,Sorong,-0.8833,131.25,78.26,84,100,3.6,ID,2022-09-11 18:05:19,overcast clouds
249,Esperance,-33.8667,121.9,58.71,60,57,19.84,AU,2022-09-11 18:06:55,broken clouds
250,Guayaramerin,-10.8368,-65.3614,90.37,45,79,3.06,BO,2022-09-11 18:06:55,broken clouds
251,Narsaq,60.9167,-46.05,46.62,68,54,6.8,GL,2022-09-11 18:06:56,broken clouds
252,Watsa,3.0372,29.5355,66.31,97,79,0.94,CD,2022-09-11 18:06:56,moderate rain
253,Matara,5.9485,80.5353,77.25,90,68,9.51,LK,2022-09-11 18:06:57,broken clouds
254,Whitehorse,60.7161,-135.0538,47.1,56,9,0.96,CA,2022-09-11 18:06:57,clear sky
255,Touros,-5.1989,-35.4608,81.3,64,73,16.75,BR,2022-09-11 18:06:57,broken clouds
256,Cabra,37.4725,-4.4421,90.28,24,70,10.58,ES,2022-09-11 18:06:58,broken clouds
257,Kruisfontein,-34.0033,24.7314,56.88,80,100,16.8,ZA,2022-09-11 18:06:58,overcast clouds
258,Montevideo,-34.8335,-56.1674,62.62,45,0,10.36,UY,2022-09-11 18:06:59,clear sky
259,Coffs Harbour,-30.3,153.1333,58.96,77,100,6.91,AU,2022-09-11 18:06:25,overcast clouds
260,Opuwo,-18.0607,13.84,75.42,24,37,5.84,NA,2022-09-11 18:06:59,scattered clouds
261,Douglas,41.3,-96.167,75.38,39,0,6.91,US,2022-09-11 18:06:59,clear sky
262,Deer Lake,49.1667,-57.4316,64.53,65,57,14.09,CA,2022-09-11 18:07:00,broken clouds
263,Alihe,50.5667,123.7167,50.07,94,100,5.21,CN,2022-09-11 18:06:59,overcast clouds
264,Letlhakane,-21.4167,25.5833,72.9,13,0,2.57,BW,2022-09-11 18:07:00,clear sky
265,Byron Bay,-28.65,153.6167,57.94,75,100,4.03,AU,2022-09-11 18:07:01,overcast clouds
266,Carauari,-4.8828,-66.8958,90.25,50,30,1.03,BR,2022-09-11 18:07:01,scattered clouds
267,Faanui,-16.4833,-151.75,79.09,69,3,16.75,PF,2022-09-11 18:07:01,clear sky
268,Carnarvon,-24.8667,113.6333,66.76,72,62,8.1,AU,2022-09-11 18:07:02,broken clouds
269,Nantucket,41.2835,-70.0995,84.31,45,0,10.36,US,2022-09-11 18:05:19,clear sky
270,Aripuana,-9.1667,-60.6333,99.91,24,36,2.51,BR,2022-09-11 18:07:03,scattered clouds
271,Broome,42.2506,-75.833,69.44,89,100,9.22,US,2022-09-11 18:07:03,overcast clouds
272,Wanning,18.8003,110.3967,77.18,86,7,3.06,CN,2022-09-11 18:07:04,clear sky
273,Erdenet,49.0333,104.0833,49.03,83,57,2.95,MN,2022-09-11 18:07:04,broken clouds
274,Tangkak,2.2673,102.5453,73.2,96,100,3.09,MY,2022-09-11 18:07:05,overcast clouds
275,Portland,45.5234,-122.6762,78.46,52,75,3.44,US,2022-09-11 18:03:24,haze
276,Beringovskiy,63.05,179.3167,45.61,85,100,17.92,RU,2022-09-11 18:07:05,overcast clouds
277,Darhan,49.4867,105.9228,53.58,68,72,2.19,MN,2022-09-11 18:07:06,broken clouds
278,Linshui,36.4247,114.2047,69.98,56,0,4.03,CN,2022-09-11 18:08:06,clear sky
279,Klaksvik,62.2266,-6.589,52.72,98,100,20.11,FO,2022-09-11 18:08:07,light rain
280,Ninghai,29.2892,121.4247,72.25,94,100,4.72,CN,2022-09-11 18:08:07,overcast clouds
281,Challans,46.8436,-1.8749,80.8,52,0,4.59,FR,2022-09-11 18:08:07,clear sky
282,Aasiaat,68.7098,-52.8699,39.18,94,100,10.07,GL,2022-09-11 18:08:08,overcast clouds
283,Daru,-9.0763,143.2092,77.72,88,92,12.57,PG,2022-09-11 18:08:08,overcast clouds
284,Lagoa,39.05,-27.9833,71.82,82,100,28.43,PT,2022-09-11 18:08:08,overcast clouds
285,Nam Som,17.7704,102.1895,73.94,94,95,1.48,TH,2022-09-11 18:08:09,overcast clouds
286,Anadyr,64.75,177.4833,39.49,80,100,9.89,RU,2022-09-11 18:08:09,overcast clouds
287,Tamandare,-8.7597,-35.1047,78.48,64,100,8.66,BR,2022-09-11 18:08:10,overcast clouds
288,Uthal,25.8072,66.6219,85.87,65,79,7.74,PK,2022-09-11 18:08:10,broken clouds
289,Shrewsbury,52.7101,-2.7521,68.04,77,100,6.91,GB,2022-09-11 18:08:11,light rain
290,Fort Nelson,58.8053,-122.7002,60.64,33,80,3.15,CA,2022-09-11 18:08:11,broken clouds
291,Saint-Augustin,51.226,-58.6502,66.09,49,0,10.54,CA,2022-09-11 18:08:11,clear sky
292,Neiafu,-18.65,-173.9833,75.88,88,75,4.61,TO,2022-09-11 18:08:12,broken clouds
293,Zhigansk,66.7697,123.3711,33.84,82,99,4.36,RU,2022-09-11 18:08:12,overcast clouds
294,Kajaani,64.2273,27.7285,48.25,87,0,3.44,FI,2022-09-11 18:08:13,clear sky
295,Ola,59.5833,151.2833,46.71,74,35,6.08,RU,2022-09-11 18:08:13,scattered clouds
296,Bambous Virieux,-20.3428,57.7575,71.85,73,75,8.05,MU,2022-09-11 18:08:14,broken clouds
297,Gomez Palacio,25.5667,-103.5,82.27,42,75,8.05,MX,2022-09-11 18:06:15,broken clouds
298,Kerrville,30.0474,-99.1403,86.54,56,40,6.91,US,2022-09-11 18:04:19,scattered clouds
299,Rawson,-43.3002,-65.1023,64.53,33,9,13.85,AR,2022-09-11 18:07:13,clear sky
300,Dwarka,22.2394,68.9678,78.91,85,100,14.03,IN,2022-09-11 18:07:56,heavy intensity rain
301,Ciudad Bolivar,8.1222,-63.5497,94.01,42,49,6.26,VE,2022-09-11 18:08:15,scattered clouds
302,Praia Da Vitoria,38.7333,-27.0667,71.76,87,90,27.22,PT,2022-09-11 18:08:15,light rain
303,Santiago,-33.4569,-70.6483,56.86,68,100,4.61,CL,2022-09-11 18:05:55,overcast clouds
304,Gat,31.61,34.7642,79.81,100,0,5.93,IL,2022-09-11 18:05:43,clear sky
305,Bubaque,11.2833,-15.8333,80.85,77,76,5.61,GW,2022-09-11 18:08:16,broken clouds
306,Mayumba,-3.432,10.6554,73.92,86,84,7.96,GA,2022-09-11 18:08:16,broken clouds
307,Shimoda,34.6667,138.95,73.11,86,22,16.4,JP,2022-09-11 18:08:16,few clouds
308,Mayang Imphal,24.6167,93.8833,66.96,98,74,0.98,IN,2022-09-11 18:08:17,light rain
309,Brae,60.3964,-1.353,55.76,90,95,15.14,GB,2022-09-11 18:08:17,overcast clouds
310,Port-Gentil,-0.7193,8.7815,76.96,83,40,11.5,GA,2022-09-11 18:08:18,scattered clouds
311,Codrington,-38.2667,141.9667,47.01,81,100,9.04,AU,2022-09-11 18:08:18,overcast clouds
312,Khromtau,50.2503,58.4347,48.87,51,46,8.12,KZ,2022-09-11 18:08:19,scattered clouds
313,Gillette,44.2911,-105.5022,69.82,34,0,5.99,US,2022-09-11 18:08:19,clear sky
314,Bonthe,7.5264,-12.505,75.79,90,100,11.27,SL,2022-09-11 18:08:20,light rain
315,Tupik,54.4253,119.9327,37.0,87,100,1.52,RU,2022-09-11 18:08:20,overcast clouds
316,Sherlovaya Gora,50.5667,116.25,39.33,92,10,6.8,RU,2022-09-11 18:08:21,clear sky
317,Kenai,60.5544,-151.2583,50.09,98,100,5.75,US,2022-09-11 18:08:21,light rain
318,Verkhnetulomskiy,68.6073,31.7962,48.33,98,100,0.87,RU,2022-09-11 18:08:21,overcast clouds
319,Eisenberg,50.9667,11.9,61.2,88,86,3.04,DE,2022-09-11 18:04:19,overcast clouds
320,Atikokan,48.7555,-91.6216,66.49,34,0,4.47,CA,2022-09-11 18:08:22,clear sky
321,Qasigiannguit,68.8193,-51.1922,40.05,98,100,3.2,GL,2022-09-11 18:08:23,light rain
322,Bukama,-9.2,25.85,82.9,35,1,1.83,CD,2022-09-11 18:08:23,clear sky
323,Gimli,50.6336,-96.9907,71.31,28,2,15.08,CA,2022-09-11 18:09:23,clear sky
324,Huilong,31.8111,121.655,76.93,90,83,6.15,CN,2022-09-11 18:09:24,broken clouds
325,Marshall,34.3834,-86.3333,80.35,69,75,8.05,US,2022-09-11 18:06:22,broken clouds
326,San Pedro,14.35,121.0167,81.36,88,40,4.61,PH,2022-09-11 18:07:35,light rain
327,Kendari,-3.945,122.4989,73.58,93,34,2.28,ID,2022-09-11 18:09:24,scattered clouds
328,Cockburn Town,21.4612,-71.1419,84.02,74,32,12.24,TC,2022-09-11 18:09:25,scattered clouds
329,Tara,56.8944,74.371,38.26,87,18,7.05,RU,2022-09-11 18:09:25,few clouds
330,Bilibino,68.0546,166.4372,41.95,81,96,4.65,RU,2022-09-11 18:09:26,overcast clouds
331,Faya,18.3851,42.4509,70.32,33,80,9.33,SA,2022-09-11 18:09:26,broken clouds
332,Harper,4.375,-7.7169,76.14,80,80,8.72,LR,2022-09-11 18:09:26,broken clouds
333,Pithoragarh,29.5833,80.2167,61.68,92,27,2.62,IN,2022-09-11 18:09:27,scattered clouds
334,San Cristobal,7.7669,-72.225,84.38,40,20,8.28,VE,2022-09-11 18:09:27,few clouds
335,Saint George,37.1041,-113.5841,85.62,43,0,1.99,US,2022-09-11 18:05:35,clear sky
336,Bull Savanna,17.8868,-77.5902,85.48,67,30,11.21,JM,2022-09-11 18:09:28,scattered clouds
337,Bilma,18.6853,12.9164,97.11,13,42,2.42,NE,2022-09-11 18:09:28,scattered clouds
338,Khonsa,27.0167,95.5667,66.09,97,5,4.88,IN,2022-09-11 18:09:28,heavy intensity rain
339,Dalbandin,28.8947,64.4101,87.91,16,0,7.05,PK,2022-09-11 18:09:29,clear sky
340,Pryazha,61.6926,33.6216,40.24,77,14,2.71,RU,2022-09-11 18:09:29,few clouds
341,Yatou,37.15,122.3833,64.72,86,14,3.51,CN,2022-09-11 18:09:30,few clouds
342,Vila Franca Do Campo,37.7167,-25.4333,76.19,82,90,21.72,PT,2022-09-11 18:09:30,light rain
343,Geraldton,-28.7667,114.6,54.01,94,0,10.36,AU,2022-09-11 18:06:39,clear sky
344,Omsukchan,62.5333,155.8,40.12,87,99,3.13,RU,2022-09-11 18:09:31,overcast clouds
345,Nikolayevskaya,47.6139,41.5023,64.24,28,100,16.4,RU,2022-09-11 18:09:31,overcast clouds
346,Vizinga,61.0749,50.1031,42.04,87,54,1.99,RU,2022-09-11 18:09:32,broken clouds
347,Nemuro,43.3236,145.575,62.37,86,63,4.59,JP,2022-09-11 18:09:32,broken clouds
348,Pagudpud,18.5616,120.7868,78.82,85,92,11.1,PH,2022-09-11 18:09:32,overcast clouds
349,Noumea,-22.2763,166.4572,75.99,99,12,5.66,NC,2022-09-11 18:09:33,few clouds
350,Marsa Matruh,31.3525,27.2453,79.25,79,0,13.65,EG,2022-09-11 18:07:02,clear sky
351,Yeppoon,-23.1333,150.7333,55.18,80,1,3.44,AU,2022-09-11 18:09:33,clear sky
352,Pomuch,20.1333,-90.1833,87.8,63,100,7.47,MX,2022-09-11 18:09:34,overcast clouds
353,Grindavik,63.8424,-22.4338,50.47,76,0,21.85,IS,2022-09-11 18:09:34,clear sky
354,Ekibastuz,51.6667,75.3667,51.66,77,88,19.51,KZ,2022-09-11 18:09:34,light rain
355,Yarmouth,41.7057,-70.2286,84.31,54,0,9.22,US,2022-09-11 18:09:35,clear sky
356,Hambantota,6.1241,81.1185,78.51,82,50,16.73,LK,2022-09-11 18:09:35,scattered clouds
357,Houma,29.5958,-90.7195,91.0,63,0,4.61,US,2022-09-11 18:09:35,clear sky
358,Ulvik,60.5672,6.9187,56.8,73,69,4.41,NO,2022-09-11 18:09:36,broken clouds
359,Aqtobe,50.2797,57.2072,48.29,61,0,8.95,KZ,2022-09-11 18:09:36,clear sky
360,Paita,-5.0892,-81.1144,69.98,70,34,17.11,PE,2022-09-11 18:09:37,scattered clouds
361,Gao,16.6362,1.637,97.54,23,83,5.41,ML,2022-09-11 18:09:37,broken clouds
362,Henties Bay,-22.116,14.2845,55.94,91,5,8.68,NA,2022-09-11 18:09:37,clear sky
363,Asau,46.4333,26.4,60.28,73,99,5.19,RO,2022-09-11 18:09:38,overcast clouds
364,Linxia,35.6003,103.2064,57.13,62,22,4.18,CN,2022-09-11 18:09:38,few clouds
365,Pangnirtung,66.1451,-65.7125,42.53,99,100,8.86,CA,2022-09-11 18:09:38,moderate rain
366,Kuruman,-27.4524,23.4325,70.61,21,5,18.81,ZA,2022-09-11 18:09:39,clear sky
367,Latnaya,51.6586,38.9011,53.49,41,100,6.51,RU,2022-09-11 18:09:39,light rain
368,Korla,41.7597,86.1469,82.58,15,84,8.57,CN,2022-09-11 18:09:40,broken clouds
369,Weihe,32.9952,105.3247,61.39,98,96,0.27,CN,2022-09-11 18:09:40,overcast clouds
370,Bafra,41.5678,35.9069,72.82,56,1,4.14,TR,2022-09-11 18:10:40,clear sky
371,San Jacinto,33.7839,-116.9586,88.97,64,1,5.01,US,2022-09-11 18:10:41,clear sky
372,Stornoway,58.2093,-6.3865,57.92,94,75,17.27,GB,2022-09-11 18:10:41,light rain
373,Ndele,8.4109,20.6473,72.28,95,62,2.8,CF,2022-09-11 18:06:16,moderate rain
374,Presidencia Roque Saenz Pena,-26.7852,-60.4388,77.61,15,0,5.01,AR,2022-09-11 18:10:42,clear sky
375,Zhenlai,45.8495,123.2973,62.92,68,40,9.73,CN,2022-09-11 18:10:42,scattered clouds
376,Port Keats,-14.25,129.55,75.6,91,0,6.89,AU,2022-09-11 18:08:11,clear sky
377,Barghat,22.0333,79.7167,72.39,93,100,2.89,IN,2022-09-11 18:10:43,overcast clouds
378,La Palma,33.8464,-118.0467,89.04,66,75,4.61,US,2022-09-11 18:05:56,broken clouds
379,Palora,-1.7,-77.9333,86.41,39,47,6.26,EC,2022-09-11 18:10:43,scattered clouds
380,Paka,4.6374,103.4368,75.78,90,100,4.12,MY,2022-09-11 18:10:44,overcast clouds
381,Pussi,59.36,27.0497,51.84,65,32,6.38,EE,2022-09-11 18:10:44,scattered clouds
382,Aklavik,68.2191,-135.0107,40.15,91,100,3.58,CA,2022-09-11 18:10:44,light rain
383,Bodden Town,19.2833,-81.25,91.4,58,20,11.5,KY,2022-09-11 18:10:45,few clouds
384,Pacifica,37.6138,-122.4869,79.72,83,100,17.27,US,2022-09-11 18:10:45,overcast clouds
385,Bugene,-1.5911,31.1403,65.97,67,71,1.36,TZ,2022-09-11 18:10:46,broken clouds
386,Karlskoga,59.3267,14.5239,57.38,79,32,2.77,SE,2022-09-11 18:10:46,scattered clouds
387,Santa Fe,-31.6333,-60.7,69.03,28,58,5.99,AR,2022-09-11 18:05:54,broken clouds
388,Broken Hill,-31.95,141.4333,49.87,55,3,6.85,AU,2022-09-11 18:10:46,clear sky
389,Bayangol,50.6977,103.4656,44.87,94,93,0.6,RU,2022-09-11 18:10:47,overcast clouds
390,Srandakan,-7.9386,110.2506,74.8,93,33,1.88,ID,2022-09-11 18:10:47,scattered clouds
391,Cayenne,4.9333,-52.3333,86.04,66,30,12.66,GF,2022-09-11 18:10:48,scattered clouds
392,Kawalu,-7.3817,108.2082,71.35,98,94,2.1,ID,2022-09-11 18:10:48,overcast clouds
393,Ilhabela,-23.7781,-45.3581,66.51,73,94,3.56,BR,2022-09-11 18:09:12,overcast clouds
394,Mount Isa,-20.7333,139.5,62.37,67,40,5.75,AU,2022-09-11 18:10:48,scattered clouds
395,Esil,51.9556,66.4042,45.95,75,74,8.23,KZ,2022-09-11 18:10:49,broken clouds
396,Chato,-2.6378,31.7669,72.36,69,41,5.91,TZ,2022-09-11 18:10:49,scattered clouds
397,Aden,12.7794,45.0367,89.96,57,96,7.38,YE,2022-09-11 18:10:50,overcast clouds
398,Muros,42.7762,-9.0603,76.68,78,100,6.44,ES,2022-09-11 18:10:50,overcast clouds
399,Belfast,54.5833,-5.9333,62.42,94,100,10.36,GB,2022-09-11 18:10:33,overcast clouds
400,Felanitx,39.4696,3.1483,84.45,68,93,7.43,ES,2022-09-11 18:10:51,overcast clouds
401,Basco,20.4487,121.9702,82.45,79,100,16.49,PH,2022-09-11 18:10:51,overcast clouds
402,Sehithwa,-20.4667,22.7167,76.44,11,0,7.47,BW,2022-09-11 18:10:52,clear sky
403,Olga,43.7444,135.2892,56.34,83,100,2.37,RU,2022-09-11 18:10:52,overcast clouds
404,Nizhniy Tsasuchey,50.5167,115.1333,43.21,81,6,5.08,RU,2022-09-11 18:10:52,clear sky
405,Killam,52.7834,-111.8518,76.95,31,0,6.91,CA,2022-09-11 18:10:53,clear sky
406,Kungurtug,50.5994,97.5228,47.64,61,53,1.95,RU,2022-09-11 18:10:53,broken clouds
407,Yabelo,4.8833,38.0833,67.86,51,100,9.86,ET,2022-09-11 18:10:54,overcast clouds
408,Chase,50.8165,-119.6857,65.28,31,69,2.8,CA,2022-09-11 18:10:54,broken clouds
409,Callaway,30.153,-85.5699,77.92,87,100,4.0,US,2022-09-11 18:10:31,light rain
410,Mbandaka,0.0487,18.2603,70.68,95,100,2.37,CD,2022-09-11 18:10:54,overcast clouds
411,Port Blair,11.6667,92.75,81.37,79,83,12.48,IN,2022-09-11 18:10:55,broken clouds
412,Adrar,20.5022,-10.0711,100.92,19,26,16.8,MR,2022-09-11 18:10:55,scattered clouds
413,Mazatlan,23.2167,-106.4167,89.56,73,20,3.0,MX,2022-09-11 18:07:27,few clouds
414,Oksfjord,70.2396,22.3479,46.99,93,100,9.57,NO,2022-09-11 18:10:56,light rain
415,Tonj,7.2737,28.6822,73.33,91,32,3.11,SS,2022-09-11 18:10:56,scattered clouds
416,Banda Aceh,5.5577,95.3222,78.66,80,87,4.18,ID,2022-09-11 18:11:56,overcast clouds
417,Ankara,39.9199,32.8543,80.2,33,0,4.16,TR,2022-09-11 18:11:57,clear sky
418,Porosozero,62.7191,32.727,49.1,64,94,3.44,RU,2022-09-11 18:11:57,overcast clouds
419,Evensk,61.95,159.2333,43.7,75,93,4.29,RU,2022-09-11 18:11:58,overcast clouds
420,Westport,41.1415,-73.3579,77.04,77,100,6.91,US,2022-09-11 18:11:58,moderate rain
421,Kiama,-34.6833,150.8667,54.37,60,0,5.99,AU,2022-09-11 18:11:58,clear sky
422,Coquimbo,-29.9533,-71.3436,60.53,63,40,12.66,CL,2022-09-11 18:11:59,scattered clouds
423,Horta,38.5333,-28.6333,73.04,73,75,21.85,PT,2022-09-11 18:11:59,broken clouds
424,Terre-De-Bas,15.8501,-61.6442,87.31,70,51,13.11,GP,2022-09-11 18:12:00,broken clouds
425,Sao Joao Da Barra,-21.6403,-41.0511,73.49,68,95,17.94,BR,2022-09-11 18:10:59,overcast clouds
426,Tommot,58.9564,126.2925,35.53,94,14,1.77,RU,2022-09-11 18:12:00,few clouds
427,Hato Mayor,18.7629,-69.256,85.23,70,72,7.4,DO,2022-09-11 18:12:01,broken clouds
428,Kumbo,6.2,10.6667,59.86,96,88,1.95,CM,2022-09-11 18:12:01,moderate rain
429,Carutapera,-1.195,-46.02,85.51,65,53,11.52,BR,2022-09-11 18:12:02,broken clouds
430,Moree,-29.4667,149.85,50.23,68,100,6.98,AU,2022-09-11 18:12:02,overcast clouds
431,Snasa,64.2457,12.3778,51.21,77,77,0.85,NO,2022-09-11 18:12:02,broken clouds
432,Akyab,20.15,92.9,76.75,93,100,8.39,MM,2022-09-11 18:12:03,overcast clouds
433,Corinto,37.9407,22.9573,84.88,61,0,6.38,GR,2022-09-11 18:12:03,clear sky
434,Lakatoro,-16.0999,167.4164,77.02,76,14,9.35,VU,2022-09-11 18:12:03,few clouds
435,Rio Grande,-32.035,-52.0986,59.95,64,0,7.23,BR,2022-09-11 18:10:52,clear sky
436,Charlottesville,38.0293,-78.4767,78.13,91,100,3.44,US,2022-09-11 18:11:40,overcast clouds
437,San Ramon,37.7799,-121.978,82.42,56,0,6.91,US,2022-09-11 18:11:47,clear sky
438,Dera Bugti,29.0307,69.151,91.47,47,0,2.08,PK,2022-09-11 18:12:04,clear sky
439,Northampton,40.8754,-75.2499,67.91,92,100,4.23,US,2022-09-11 18:12:05,light rain
440,Amapa,1.0,-52.0,94.93,34,74,2.84,BR,2022-09-11 18:12:05,broken clouds
441,Tarakan,3.3,117.6333,78.3,89,20,4.61,ID,2022-09-11 18:12:05,few clouds
442,Ternate,0.8,127.4,79.7,77,93,2.24,ID,2022-09-11 18:12:06,overcast clouds
443,Mianyang,31.4593,104.7542,71.73,78,98,3.27,CN,2022-09-11 18:12:06,overcast clouds
444,Bosaso,11.2842,49.1816,91.85,48,53,5.82,SO,2022-09-11 18:12:06,broken clouds
445,Marsabit,2.3284,37.9899,73.47,42,67,19.42,KE,2022-09-11 18:12:07,broken clouds
446,Hobyo,5.3505,48.5268,76.8,86,40,25.61,SO,2022-09-11 18:12:07,scattered clouds
447,Sorland,67.667,12.6934,51.66,82,100,16.11,NO,2022-09-11 18:12:08,light rain
448,Hearst,49.6835,-83.6665,67.71,52,97,2.01,CA,2022-09-11 18:09:02,overcast clouds
449,Brewster,41.3973,-73.6171,73.98,81,100,3.44,US,2022-09-11 18:12:08,light rain
450,Lorengau,-2.0226,147.2712,79.56,79,97,6.85,PG,2022-09-11 18:10:32,overcast clouds
451,Arlit,18.7369,7.3853,100.33,9,72,1.97,NE,2022-09-11 18:12:09,broken clouds
452,Uttarkashi,30.7333,78.45,70.92,92,58,1.83,IN,2022-09-11 18:12:09,broken clouds
453,Lewistown,40.5992,-77.5714,70.07,97,100,3.44,US,2022-09-11 18:12:09,light intensity drizzle
454,Lerwick,60.1545,-1.1494,57.2,92,99,17.36,GB,2022-09-11 18:12:10,overcast clouds
455,Palauig,15.435,119.9045,79.05,83,65,1.45,PH,2022-09-11 18:12:10,broken clouds
456,Laguna,38.421,-121.4238,90.32,41,0,5.75,US,2022-09-11 18:10:24,clear sky
457,Jalu,29.0331,21.5482,90.16,24,0,7.92,LY,2022-09-11 18:12:11,clear sky
458,Lavrentiya,65.5833,-171.0,42.55,84,100,16.75,RU,2022-09-11 18:12:11,overcast clouds
459,Mudon,16.2578,97.7164,75.7,89,100,1.61,MM,2022-09-11 18:12:11,light rain
460,Itamarandiba,-17.8572,-42.8589,88.11,20,11,9.26,BR,2022-09-11 18:12:12,few clouds
